id,title,genres,averageRating,numVotes,releaseYear
tt7157248,"The New Pope",Drama,8.1,19025,2020
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18772,2017
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18551,1998
tt1833285,Boss,"Crime, Drama",8.1,18508,2011
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18348,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18260,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18253,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17458,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17194,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16855,2015
tt0080274,Shogun,"Adventure, Drama, History",8.1,16609,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16515,2011
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,16373,2023
tt1515193,"The Big C","Comedy, Drama",8.1,16045,2010
tt0063951,"Sesame Street","Adventure, Animation, Comedy",8.1,15873,1969
tt14466018,"Blue Lights","Crime, Drama, Thriller",8.1,15491,2023
tt26737616,Pluto,"Action, Animation, Drama",8.1,15290,2023
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,15238,2023
tt22373148,"Karm Yuddh",Drama,8.1,14875,2022
tt8324422,PEN15,Comedy,8.1,14736,2019
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14671,2019
tt14479078,Candy,Thriller,8.1,14629,2021
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14449,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14227,2020
tt3556920,"Wolf Hall: The Mirror and the Light","Biography, Drama, History",8.1,14023,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13602,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13183,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13105,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,13077,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12557,2007
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,12528,2022
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12455,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12408,2020
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,12270,2022
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12190,1985
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12137,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12053,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11456,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,11074,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10891,2016
tt0118475,Spawn,"Action, Adventure, Animation",8.1,10437,1997
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10417,2015
tt7889220,"Dirty Money","Crime, Documentary",8.1,10368,2018
tt1973692,Rita,"Comedy, Drama",8.1,10349,2012
tt8026448,"Tacoma FD",Comedy,8.1,10327,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10289,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10227,2017
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10181,2022
tt2582590,Vicious,Comedy,8.1,10155,2013
tt5580664,"Voltron: Legendary Defender","Action, Adventure, Animation",8.1,10059,2016
tt0384746,"Kenny vs. Spenny","Comedy, Game-Show, Reality-TV",8.1,10012,2002
tt5180504,"The Witcher","Action, Adventure, Drama",8,584557,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,577177,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,366817,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,350720,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324945,2013
tt9288030,Reacher,"Action, Crime, Drama",8,229223,2022
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,228555,2017
tt13406094,"The White Lotus","Comedy, Drama",8,223583,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,180479,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,154529,2018
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,145168,2024
tt14403178,Beef,"Comedy, Drama",8,144754,2023
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,130040,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124846,2018
tt6470478,"The Good Doctor",Drama,8,119718,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,116315,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,108885,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,107043,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102764,2017
tt9815454,Unorthodox,Drama,8,94531,2020
tt16358384,"Tulsa King","Crime, Drama",8,86188,2022
tt7587890,"The Rookie","Action, Crime, Drama",8,84919,2018
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80449,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80277,2007
tt15677150,Shrinking,"Comedy, Drama",8,79369,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74803,2020
tt17491088,"The Diplomat","Drama, Thriller",8,69367,2023
tt2261391,"Chicago Fire","Action, Drama",8,67011,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66973,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64552,2019
tt0083399,Cheers,"Comedy, Drama",8,63735,1982
tt0072562,"Saturday Night Live","Comedy, Music",8,53940,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51698,2017
tt7817340,"New Amsterdam",Drama,8,51654,2018
tt7661390,"Gangs of London","Action, Crime, Drama",8,43311,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42120,2015
tt2712740,"The Goldbergs",Comedy,8,41895,2013
tt0084988,Blackadder,Comedy,8,41773,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41656,2015
tt4406178,"The Gilded Age",Drama,8,40195,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37711,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36812,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35771,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35312,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33677,2010
tt6586318,"Patrick Melrose",Drama,8,33374,2018
tt3766376,"Vice Principals",Comedy,8,32872,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31998,2017
tt4258440,River,"Crime, Drama, Mystery",8,28020,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27865,1989
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25812,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25563,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25522,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24205,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24187,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23711,2003
tt4051832,Lovesick,Comedy,8,23173,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22809,2020
tt27713897,Arnold,"Biography, Documentary",8,22789,2023
tt3837246,"Assasination Classroom","Action, Animation, Comedy",8,22576,2013
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22558,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22434,1964
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21542,2012
tt7375404,Kidding,"Comedy, Drama",8,20489,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20454,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19124,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19071,1994
tt0241088,"Da Ali G Show",Comedy,8,18496,2000
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18238,2018
tt6474236,"The Looming Tower","Drama, History",8,18137,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17782,1995
tt4384086,"Life in Pieces",Comedy,8,17722,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17432,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16956,2019
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16891,2021
tt28681409,"Ranneeti: Balakot & Beyond",Action,8,16757,2024
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16332,2022
tt13444408,Kin,"Crime, Drama",8,16190,2021
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15941,2020
tt0108981,"The Vicar of Dibley",Comedy,8,15907,1994
tt0985344,Claymore,"Action, Adventure, Animation",8,15686,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15329,2015
tt5797194,W,"Action, Comedy, Drama",8,15041,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,15005,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14901,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14647,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14248,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,14034,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13777,2012
tt15282746,"Drops of God",Drama,8,13708,2023
tt9778022,Abhay,"Crime, Thriller",8,13580,2019
tt4452630,"Code Black",Drama,8,13553,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13495,2020
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13388,2023
tt0847150,"Sense & Sensibility","Drama, Romance",8,13282,2008
tt0115270,Millennium,"Crime, Drama, Horror",8,12600,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12422,2020
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12286,2016
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12279,2008
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12271,2000
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12142,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11919,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11841,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11822,2021
tt1778108,"The Hour",Drama,8,11791,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11742,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11615,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11508,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11448,2011
tt12392496,Undekhi,Crime,8,11059,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10792,2023
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10580,2024
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10571,2018
tt27411674,"Shekhar Home","Crime, Drama",8,10531,2024
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8,10518,2023
tt6554240,Heels,"Drama, Sport",8,10378,2021
tt8005374,Explained,Documentary,8,10095,2018
tt31183656,"Maamla Legal Hai","Comedy, Drama",8,10057,2024
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,385262,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284793,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263571,2008
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192957,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,147298,1990
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133560,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,121256,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,120218,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118723,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,114148,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111628,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102939,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88884,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83557,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79820,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79298,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,77168,1999
tt4477976,Superstore,Comedy,7.9,73206,2015
tt0108757,ER,"Drama, Romance",7.9,69529,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60917,2014
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59469,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59466,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55657,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,55044,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,55021,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54626,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52577,2013
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,51779,2018
tt5952634,"The Spy","Biography, Drama, History",7.9,51357,2019
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50608,2015
tt2699110,"The Affair",Drama,7.9,49976,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43403,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43290,1969
tt26933824,"Nobody Wants This","Comedy, Romance",7.9,41915,2024
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,41025,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40645,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39478,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38974,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38617,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38162,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37634,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34978,2009
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32987,2021
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32961,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32556,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32429,2016
tt14824792,Ted,Comedy,7.9,31986,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31359,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29958,2012
